"ISIR_Field","Discrepancy_Evaluation_Script","Additional_Doc_Req_Script","Required_Documents_Script","Aid_Year","Additional_Doc_Req_Msg","Manual_Discrepancy_Clear_Req","Description"
"PARENT1FIRSTNAMEINITIAL","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENT1HIGHESTGRADELEVELCOMPLETED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENT1INCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENT1LASTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENT1SOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENT2DATEOFBIRTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENT2FIRSTNAMEINITIAL","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENT2HIGHESTGRADELEVELCOMPLETED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENT2INCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENT2LASTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENT2SOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTASSETTHRESHOLDEXCEEDED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTDISLOCATEDWORKER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTFOODSTAMPBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSADJUSTEDGROSSINCOMEFROMIRSFORM","isir/discrepancy/2018/PARENTSADJUSTEDGROSSINCOMEFROMIRSFORM/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSCASHSAVINGSANDCHECKING","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSCHILDSUPPORTPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSCHILDSUPPORTRECEIVED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSCOMBATPAY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSCOOPERATIVEEDUCATION","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSEDUCATIONALCREDITS","isir/discrepancy/2018/PARENTSEDUCATIONALCREDITS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSELIGIBLETOFILE1040AOR1040EZ","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSEMAILADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSEXEMPTIONSCLAIMED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSGRANTSCHOLARSHIPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSINTERESTINCOME","isir/discrepancy/2018/PARENTSINTERESTINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSINVESTMENTNETWORTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSIRADISTRIBUTIONS","isir/discrepancy/2018/PARENTSIRADISTRIBUTIONS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSIRAPAYMENTS","isir/discrepancy/2018/PARENTSIRAPAYMENTS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSIRSREQUESTFLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSLEGALRESIDENCEDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSLEGALRESIDENTSBEFORE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSMARITALSTATUS","isir/discrepancy/2018/PARENTSMARITALSTATUS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSMARITALSTATUSDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSMILITARYCLERGYALLOWANCES","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSNEEDBASEDEMPLOYMENT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSNUMBERINCOLLEGE","isir/discrepancy/2018/PARENTSNUMBERINCOLLEGE/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSNUMBEROFFAMILYMEMBERS","isir/discrepancy/2018/PARENTSNUMBEROFFAMILYMEMBERS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSOTHERUNTAXEDINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSPENSIONPAYMENTS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSSTATEOFLEGALRESIDENCE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSTAXRETURNCOMPLETED","isir/discrepancy/2018/PARENTSTAXRETURNCOMPLETED/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSTAXRETURNFILINGSTATUS","isir/discrepancy/2018/PARENTSTAXRETURNFILINGSTATUS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSTYPEOFTAXFORMUSED","isir/discrepancy/2018/PARENTSTYPEOFTAXFORMUSED/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSUNTAXEDPENSIONS","isir/discrepancy/2018/PARENTSUNTAXEDPENSIONS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSUPPLEMENTALSECURITYINCOMEBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSUSINCOMETAXPAID","isir/discrepancy/2018/PARENTSUSINCOMETAXPAID/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTSVETERANSNONEDUCATIONBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTTANFBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PARENTWICBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PERMANENTCITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PERMANENTPHONENO","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PERMANENTSTATE","isir/discrepancy/2018/PERMANENTSTATE/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PERMANENTZIPCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PREPARERSEMPLOYERIDENTIFICATIONNUMBEREIN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PREPARERSSIGNATURE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PREPARERSSOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PRIMARYEFC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PRIMARYEFCTYPE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"PROFESSIONALJUDGMENT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"REJECTOVERRIDE12","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"REJECTOVERRIDE20","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"REJECTOVERRIDE3","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"REJECTOVERRIDEA","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"REJECTOVERRIDEB","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"REJECTOVERRIDEC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"REJECTOVERRIDEG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"REJECTOVERRIDEJ","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"REJECTOVERRIDEK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"REJECTOVERRIDEN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"REJECTOVERRIDEW","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"SECONDARYEFC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"SECONDARYEFCTYPE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"SIGNATUREREJECTEFC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"SIGNEDBY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"SPECIALCIRCUMSTANCESFLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"SPOUSESINCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTASSETTHRESHOLDEXCEEDED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTELIGIBLETOFILE1040AOR1040EZ","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTFIRSTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTFOODSTAMPBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTLASTNAME","isir/discrepancy/2018/STUDENTLASTNAME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTLEGALRESDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTMARITALSTATUS","isir/discrepancy/2018/STUDENTMARITALSTATUS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTMIDDLEINITIAL","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM","isir/discrepancy/2018/STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSBUSINESSANDORINVESTMENTFARMNETWORTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSCASHSAVINGSANDCHECKING","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSCHILDSUPPORTPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSCHILDSUPPORTRECEIVED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSCOMBATPAY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSCOOPERATIVEEDUCATION","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSCURRENTSOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSEDUCATIONALCREDITS","isir/discrepancy/2018/STUDENTSEDUCATIONALCREDITS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSEX","isir/discrepancy/2018/STUDENTSEX/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSEXEMPTIONSCLAIMED","isir/discrepancy/2018/STUDENTSEXEMPTIONSCLAIMED/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSGRANTSCHOLARSHIPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSINCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSINTERESTINCOME","isir/discrepancy/2018/STUDENTSINTERESTINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSINVESTMENTNETWORTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSIRADISTRIBUTIONS","isir/discrepancy/2018/STUDENTSIRADISTRIBUTIONS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSIRAPAYMENTS","isir/discrepancy/2018/STUDENTSIRAPAYMENTS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSIRSREQUESTFLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSMILITARYCLERGYALLOWANCES","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSNEEDBASEDEMPLOYMENT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSNUMBERINCOLLEGE","isir/discrepancy/2018/STUDENTSNUMBERINCOLLEGE/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSNUMBEROFFAMILYMEMBERS","isir/discrepancy/2018/STUDENTSNUMBEROFFAMILYMEMBERS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSOTHERNONREPORTEDMONEY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSOTHERUNTAXEDINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSPENSIONPAYMENTS","isir/discrepancy/2018/STUDENTSPENSIONPAYMENTS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSPOUSEDISLOCATEDWORKER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSSN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSTAXRETURNCOMPLETED","isir/discrepancy/2018/STUDENTSTAXRETURNCOMPLETED/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSTAXRETURNFILINGSTATUS","isir/discrepancy/2018/STUDENTSTAXRETURNFILINGSTATUS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSTYPEOFTAXFORMUSED","isir/discrepancy/2018/STUDENTSTYPEOFTAXFORMUSED/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSUNTAXEDPENSIONS","isir/discrepancy/2018/STUDENTSUNTAXEDPENSIONS/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSUPPLEMENTALSECURITYINCOMEBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSUSINCOMETAXPAID","isir/discrepancy/2018/STUDENTSUSINCOMETAXPAID/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTSVETERANSNONEDUCATIONBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTTANFBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUDENTWICBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"STUNDENTSLEGALRESIDENCEBEFORE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"TRANSACTIONDATASOURCETYPECODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"TRANSACTIONNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"TRANSACTIONRECEIPTDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"UNACCOMPANIEDYOUTHDETERMINEDBYHUD","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"UNACCOMPANIEDYOUTHDETERMINEDBYSCHOOLDISTRICTLIAISON","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"VETERANOFUSARMEDFORCES","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"WORKINGONAMASTERSORDOCTORATEPROGRAM","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2019-2020","","false","Insert a description here"
"ALIENREGISTRATIONNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"AREYOUONACTIVEDUTYINUSARMEDFORCES","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"ASOFTODAYANEMANCIPATEDMINOR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"ASOFTODAYINLEGALGUARDIANSHIP","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"ASSUMPTIONOVERRIDE1","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"ASSUMPTIONOVERRIDE2","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"ASSUMPTIONOVERRIDE3","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"ASSUMPTIONOVERRIDE4","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"ATRISKOFHOMELESSNESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"BORNBEFORE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"CHILDRENOFFALLENHEROESIND","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"CITIZENSHIPSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"DATEAPPLICATIONCOMPLETED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"DATEOFBIRTH","isir/discrepancy/2018/DATEOFBIRTH/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"DEGREECERTIFICATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"DEPENDENCYOVERRIDE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"DEPENDENCYSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"DOYOUWANTSELECTIVESERVICETOREGISTERYOU","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
"DRIVERLICENSENUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2020-2021","","false","Insert a description here"
